"Submission ID","Respondent ID","Submitted at","Quel est le nom de la playlist","Quel est le style de musique de la playlist ?","Quel est le type d'écoute pour apprécier le mieux cette musique ?","Quel est la durée total d'écoute pour cette playlist ?
La durée est à exprimer en minutes ⏰
","Quel est l'outil à prévoir pour écouter cette playlist ?","C'est le moment de partager ton activité à la communauté ! Comment souhaites-tu partager cela ?
","Insérer ici le lien de l'URL menant vers l'activité","Déposez le fichier ou le screenshot permettant de réaliser l'activité
"
"xpyyr9","47bXz5","2023-09-22 14:44:26","Best Songs Of Joe Hisaishi (2021)","Classique","🧘‍♀Relaxation","120","Youtube","À partir d'un lien","https://www.notion.so/Best-Songs-Of-Joe-Hisaishi-2021-ea56d794136745ce80adca15fd081f51?pvs=4",""
